setting,Accuracy_Overall,F1_Overall,Precision_Overall,Recall_Overall,"Accuracy_intake, assessment, and diagnosis","F1_intake, assessment, and diagnosis","Precision_intake, assessment, and diagnosis","Recall_intake, assessment, and diagnosis",Accuracy_treatment planning,F1_treatment planning,Precision_treatment planning,Recall_treatment planning,Accuracy_counseling skills and interventions,F1_counseling skills and interventions,Precision_counseling skills and interventions,Recall_counseling skills and interventions,Accuracy_professional practice and ethics,F1_professional practice and ethics,Precision_professional practice and ethics,Recall_professional practice and ethics,Accuracy_core counseling attributes,F1_core counseling attributes,Precision_core counseling attributes,Recall_core counseling attributes
Meta-Llama-3-8B-Instruct_zero-shot_sc_0,0.6361,0.6298837945723961,0.6363049117647608,0.634876267904541,0.6416,0.6328057775017245,0.6369528511204868,0.6383727084545342,0.6127999999999999,0.6034294701635236,0.6108170552464126,0.6110728167795911,0.6714999999999999,0.6656401199239013,0.6781287140565466,0.6707172367473377,0.597,0.5905976862811717,0.5951719518512055,0.5953080384449195,0.6143000000000001,0.5494465715497546,0.5898804916826115,0.5577168670784635
medalpaca-13b_few-shot_None_5,0.25210000000000005,0.2390696823789577,0.245172931059971,0.24846341924010748,0.2741,0.26065321536743813,0.27951603436687056,0.27104250260612356,0.24100000000000002,0.21969790180099427,0.22247240034450028,0.23148484802845765,0.242,0.22740141127124125,0.22996159471962063,0.23729577428539442,0.2354,0.22882069548362122,0.23481520837084982,0.23438579715306077,0.4371,0.44872715701569843,0.4729409596225868,0.46179157941399923
Asclepius-Llama3-8B_few-shot_sc_1,0.374,0.3661700612501164,0.3822282845418995,0.37757148142970215,0.40190000000000003,0.3846877440820598,0.392337081864752,0.3926384594658032,0.35109999999999997,0.34548834698914405,0.36666264698917445,0.35292064284584734,0.3721999999999999,0.36622491451081485,0.39725751072623905,0.3775161731153577,0.37910000000000005,0.3734819319334575,0.38912366437383383,0.38161530295366547,0.4375,0.41971645981662953,0.552102928383292,0.46341810710299947
meditron-7b_zero-shot_sc_0,0.28919999999999996,0.24126907931379954,0.3005239412651133,0.2916167151415719,0.2657,0.21162990695156864,0.22269925394410323,0.2609486670181907,0.3058,0.2592997920913204,0.3534006084667277,0.31369262540842524,0.2923,0.24438316028425966,0.33095879430573005,0.29010678611739976,0.3158000000000001,0.2770844881850704,0.3583302963775457,0.32267417248232344,0.3121,0.2864908072751105,0.2704546367876658,0.395678683718215
MentaLLaMA-chat-13B_few-shot_None_5,0.2397,0.11176068627143218,0.13296734038832742,0.249201092621463,0.2119,0.09974922235209961,0.11488049737018695,0.2436677424085003,0.2262,0.10287099536661792,0.10944990408746079,0.251201269836317,0.2554,0.11763898904123021,0.14037586531599883,0.25119937167208806,0.24770000000000003,0.1092866454407793,0.1157353262771853,0.24914918696012317,0.34679999999999994,0.1281062896545439,0.09044285701561317,0.22273168051776057
Asclepius-7B_few-shot_sc_5,0.23790000000000003,0.09573945826238292,0.05947500000000001,,0.21179999999999996,0.08700026195444624,0.05294999999999999,,0.21140000000000003,0.08678475638555463,0.05285000000000001,,0.25249999999999995,0.1002878766771008,0.06312499999999999,,0.24590000000000004,0.09825581358382625,0.06147500000000001,,0.3969999999999999,0.14169615995599177,0.09924999999999998,
BioMedGPT-LM-7B_few-shot_None_1,0.31670000000000004,0.2527148382695704,0.27056058888517975,0.25217884287224324,0.34019999999999995,0.27446938276618393,0.28945566293018943,0.27477138505631066,0.2669,0.21080492987070695,0.22209237496238068,0.2117236389243092,0.2836,0.22602192380018457,0.24774719616189445,0.2281014709798106,0.33819999999999995,0.2660898141028512,0.28418177573882464,0.2643923812390197,0.4339,0.312946345790423,0.3895359687417151,0.34712710497450006
Meta-Llama-3-8B-Instruct_few-shot_sc_5,0.24629999999999996,0.09842436713947561,0.06157499999999999,,0.22039999999999998,0.08978868789817333,0.055099999999999996,,0.21950000000000003,0.08958211486214722,0.05487500000000001,,0.24830000000000002,0.09889853009728349,0.062075000000000005,,0.24229999999999996,0.0968412493249399,0.06057499999999999,,0.3843000000000001,0.13834569529922291,0.09607500000000002,
ClinicalCamel-70B_few-shot_sc_3,0.6986999999999999,0.6931733095955266,0.6985810948392888,0.6978740502772449,0.7238,0.7135513120775037,0.7180867348241118,0.7174939841842037,0.6852999999999999,0.6767425028912332,0.6878330135453524,0.6835131511054046,0.6879,0.6826473490657237,0.69153060846481,0.688060469271508,0.6924000000000001,0.6860290436951386,0.6933011349818774,0.6903981922478301,0.5693,0.572087097141238,0.6117413950558221,0.6369864009642152
Llama-2-13b-hf_zero-shot_sc_0,0.4429,0.43753321873337614,0.4756277091180515,0.44710955094827015,0.45690000000000003,0.4552029401051829,0.4915356658664911,0.45914621830809,0.44920000000000004,0.44405283350472646,0.48080767423279697,0.4573574909831827,0.4341,0.42514618307574814,0.46502849974092136,0.43505647956166554,0.4325,0.41770784837817176,0.4544281490893731,0.4312808459215393,0.5307,0.4535014735252082,0.4606971238118009,0.46191992019443157
Llama3-OpenBioLLM-8B_zero-shot_None_0,0.5612,0.555168939597381,0.5617671852290428,0.5603363247600495,0.5558,0.5478046500641307,0.5553327888056981,0.5530918598880824,0.6187999999999999,0.6129314068810572,0.6200217189614569,0.6208573877631443,0.5649000000000001,0.5579060576312624,0.5653495312013971,0.5658209252292175,0.5262,0.5187756152187855,0.5247383454482266,0.524090509632841,0.4251,0.42349973914466105,0.47162699996213836,0.4459583257538617
Llama-2-70b-hf_zero-shot_sc_0,0.5795,0.5674186528647845,0.5797841508389068,0.5741981206847433,0.5744,0.5557049401196167,0.5661633297504046,0.5661029364987564,0.6104,0.5980008113016756,0.6173537513469818,0.6067125276679185,0.5710000000000001,0.5580136082815437,0.5676627421781163,0.5663009086053215,0.5461,0.5321103566926066,0.5396075153772908,0.5415639173466262,0.4305999999999999,0.41345167781819114,0.46664977061080065,0.4426451940102262
llama-2-7b-chat-hf_zero-shot_None_0,0.4383000000000001,0.4155037063341409,0.47638289354884444,0.43055120123584184,0.4463,0.41350686301519113,0.46780845149106703,0.4372076167126796,0.48220000000000013,0.46098043841991776,0.5260285655743958,0.46929556344171636,0.4147999999999999,0.3922376479207841,0.4630004074077394,0.40808114155975717,0.42100000000000004,0.4012360768852479,0.4547580857618868,0.4115610019312964,0.21389999999999998,0.17068767433618626,0.2202143385461956,0.2231025512595613
Llama-2-13b-chat-hf_few-shot-cot_None_3,0.3122,0.23782142740457982,0.3611177452969086,0.27614669749631426,0.30949999999999994,0.24039129289455918,0.38506795803268096,0.2830278957079733,0.3337,0.2579022887844167,0.3777257166179025,0.2890291684480889,0.307,0.2326697238671526,0.35425834404863926,0.27076094615309926,0.30979999999999996,0.22672929524275895,0.3459313435601377,0.26690499448164035,0.12440000000000001,0.10845688719771916,0.14615709719127304,0.1691463893124113
Meta-Llama-3-70B-Instruct_few-shot-cot_None_3,0.6649,0.575201870034732,0.5861572418460873,0.5775048397617857,0.6762,0.5602257694427243,0.5744102333530876,0.5596253039948035,0.6489,0.5340730372804064,0.5546150800208483,0.5359251606693446,0.6759999999999999,0.5903566138877617,0.5986606397931079,0.5931655793870594,0.6714,0.5951371873452278,0.6056754246759698,0.5987418021494899,0.6077,0.6003679613559616,0.646499453656945,0.6595355178668045
Asclepius-7B_few-shot_None_1,0.22719999999999999,0.10948751133210083,0.17258062500620863,0.18971715678961298,0.25500000000000006,0.1258590811861085,0.19010301140244695,0.20099525303924387,0.255,0.13121384848243525,0.25899001614215406,0.21417484077782903,0.21539999999999995,0.09798566862617167,0.14707446505657368,0.17871878437362343,0.18129999999999996,0.08927925830962816,0.11183373951719089,0.1639552592540642,0.08929999999999998,0.06200568580367012,0.20961447674790634,0.07306347769554007
Llama-2-13b-chat-hf_few-shot_sc_5,0.2364,0.09515338692371905,0.0591,,0.22010000000000005,0.08970934861716516,0.05502500000000001,,0.22270000000000004,0.09059486045035191,0.05567500000000001,,0.2551,0.10117205816468523,0.063775,,0.23810000000000003,0.09566815037589799,0.05952500000000001,,0.3893,0.13968950824034476,0.097325,
BioMedGPT-LM-7B_zero-shot_None_0,0.40700000000000003,0.3727604468636108,0.45884316706634826,0.40295394402057155,0.42829999999999996,0.3783164662931192,0.45883124885520515,0.40974201332390925,0.43310000000000004,0.4057144420001504,0.5199520340811659,0.41886442516648015,0.3729,0.34911761804954117,0.4347029133711733,0.3867560188772901,0.42640000000000006,0.38210670552945586,0.451501190636624,0.4037125480384801,0.47539999999999993,0.4461088242773282,0.7124447150923673,0.5109943633829154
Asclepius-Llama3-8B_few-shot_sc_5,0.23540000000000003,0.09482834309586394,0.05888333333333334,0.2493345023535241,0.2161,0.0884386135753036,0.054025,,0.22080000000000002,0.0899447462015463,0.055200000000000006,,0.2553,0.10123414916125764,0.0638987579880437,0.2489999118320384,0.2412,0.09669402516272306,0.0603,,0.38470000000000015,0.13863750153272644,0.09617500000000004,
Meta-Llama-3-70B-Instruct_few-shot-cot_None_1,0.7056,0.6738978370242177,0.6813585880184797,0.6785440549704568,0.7337000000000002,0.6682232711931619,0.6803234328991487,0.6697229932964894,0.6936999999999999,0.6861807974706906,0.693854662464072,0.6917519551803087,0.7182000000000001,0.6857866208376028,0.6898901643583435,0.6902722691349835,0.6619000000000002,0.6531008887313152,0.6615836633885388,0.6588797204575271,0.6192000000000001,0.6169685052369646,0.6583341339060305,0.6708266460030454
llama-2-7b-chat-hf_few-shot-cot_None_3,0.3831000000000001,0.2966421790594158,0.3382530236110975,0.31300820599187007,0.35919999999999996,0.28397654138581213,0.33002058418667274,0.2935514572685977,0.3814,0.2956490354621052,0.34059892816625914,0.3132415313468549,0.39010000000000006,0.29516109146980357,0.3489319005376705,0.31751174517725056,0.3857,0.2998818069835404,0.3353103099402373,0.31555118329935544,0.13010000000000002,0.08168153996954099,0.05708675970382602,0.14832987094594866
Llama-2-7b-hf_few-shot_sc_5,0.2341,0.10107877020044816,0.11771038339569245,0.24686538683507653,0.2143,0.09473444819904078,0.10671110955961836,0.24841768255589503,0.2011,0.09105509103121809,0.09662727084075279,0.23122331458693246,0.2468,0.1040413887632855,0.11600412332754835,0.25121148825020845,0.24180000000000004,0.10532080108191223,0.09967310824834284,0.2501839443424149,0.3990000000000001,0.14216869786147393,0.09975000000000002,
Llama-2-70b-hf_few-shot-cot_None_3,0.21230000000000002,0.10896809333889694,0.20150358761413759,0.17176820168642704,0.23310000000000003,0.1156534798581345,0.22286400441141066,0.17863549632182324,0.18040000000000003,0.08746108580969628,0.164779103661237,0.15561397334791338,0.20920000000000002,0.10834211247150712,0.22480799288472375,0.17385526018914277,0.1763,0.09508551752130302,0.15778807703647682,0.15614372853153213,0.21780000000000002,0.13742726588136925,0.2427523547473904,0.23981838148971676
meditron-7b_few-shot-cot_None_3,0.0692,0.05883325011111398,0.0952602537736114,0.057449427403640854,0.0868,0.06537739664474604,0.06604446492920828,0.06619212615357173,0.053200000000000004,0.04826165318217353,0.055181250138419104,0.044225130617142304,0.0656,0.057667825782790054,0.09919371664920586,0.05586055910363878,0.040299999999999996,0.03663797963720532,0.038258271203962135,0.036171210020300215,0.0876,0.08071426088657616,0.06847843846541445,0.1023110091752784
counselingQA-gpt4o_few-shot_None_3,0.7252,0.7217889131579449,0.7391527112088582,0.725065237856879,0.7437999999999999,0.7367117861485333,0.771297457768593,0.7361977726375616,0.7404000000000001,0.734792146138024,0.7427505250032475,0.7374686460078683,0.7275000000000001,0.7266536007971152,0.7411120761295578,0.7320453405360631,0.7143999999999999,0.7099350863655671,0.723332521389093,0.7174523834013778,0.6041000000000001,0.6048410016726286,0.6608265868821829,0.6431629111052599
BioMedGPT-LM-7B_few-shot_None_5,0.24660000000000004,0.20924811671868868,0.24081715080426896,0.25092740286434206,0.2582,0.2297654350332534,0.27876153198385323,0.2701867868238448,0.25860000000000005,0.22104196943133927,0.2717306604932638,0.2703264380733982,0.24610000000000007,0.1988139001650764,0.22535610565899208,0.24312753321442446,0.2137,0.17538791979195473,0.18700592574920713,0.21637321377691904,0.2643,0.17645110627910562,0.31971881083819303,0.18857509056252686
meditron-7b_few-shot_None_3,0.2431,0.20764535801773026,0.23611017635452206,0.19310874380425883,0.2696,0.21468957556958868,0.2314660956303955,0.21086645086030806,0.21849999999999997,0.1937344266564909,0.22809045851408793,0.17387893793174192,0.21840000000000004,0.187465302822151,0.21551260738103561,0.17467533357664147,0.24880000000000002,0.21333604250356317,0.24626319827771354,0.19612850742311566,0.2589,0.19539148528560346,0.25833124741645075,0.16606214944782835
Llama-2-13b-hf_few-shot-cot_None_3,0.20790000000000003,0.09157734140791064,0.17452021904466516,0.1667616363362023,0.23110000000000003,0.09557738307156209,0.17346551805899615,0.180056313963605,0.20470000000000002,0.09370274939833513,0.24734718417273388,0.17427205621544462,0.1956,0.08216770390886112,0.1164949011035698,0.16233698055420032,0.14379999999999998,0.06549531000969204,0.10399078543224118,0.1318212360096748,0.0874,0.040074578203419496,0.02524945519067785,0.10138584574972447
Llama3-OpenBioLLM-70B_few-shot_sc_1,0.7280999999999999,0.7232551639621383,0.7286186157561019,0.7274372312742237,0.7460000000000002,0.7368553069156547,0.7417315267041773,0.7414458913769622,0.7187,0.7083645118151749,0.7167651138305449,0.7125620842789728,0.7313,0.7255141066892224,0.7316142191409787,0.729947629619938,0.7152000000000001,0.7089444577735583,0.7138396839765617,0.7125758753264223,0.6563000000000001,0.629179782559,0.6340308960366826,0.6468987366959038
meditron-7b_few-shot_None_5,0.2425,0.22783408958801704,0.24383638669073032,0.2442334760196223,0.2516,0.24229713497581717,0.2702737444037535,0.256290794938508,0.2728,0.2523950916920371,0.27085118687175563,0.2771644836281706,0.21779999999999997,0.20491522919298036,0.21637451140401864,0.2173575982031639,0.233,0.2146554449296059,0.22085507750473657,0.23294655197125327,0.39289999999999997,0.35722558092258766,0.35599736934901993,0.36762471255980456
Llama3-Med42-8B_zero-shot_sc_0,0.6295999999999999,0.6245096696406438,0.6329084255826676,0.6289667519298795,0.6403,0.6299234678171097,0.6357920309271567,0.6345115908958774,0.6576000000000001,0.6497085930485516,0.6612147777592798,0.6547151726488886,0.6351,0.630429180210934,0.6389138513747731,0.6359929463225806,0.6122000000000001,0.5966605732556938,0.6063990480949611,0.6021726774669927,0.6057999999999999,0.5858728036510762,0.6191464846734781,0.5890685565549787
Llama-2-13b-hf_few-shot-cot_None_1,0.2115,0.07737810999999593,0.08526152827046256,0.17570619030968238,0.2477,0.0901243999023954,0.11936936247052488,0.1911537445412363,0.19409999999999997,0.07429527802024148,0.0872735611704262,0.16481238758158206,0.22060000000000002,0.08186291350022369,0.10379436806351997,0.1824012412491725,0.16799999999999998,0.061126390485385165,0.03817495182153911,0.15800164954314927,0.1297,0.05177638855478162,0.03144914482002139,0.15131432918997664
Llama-2-7b-hf_few-shot_sc_1,0.3656999999999999,0.3579049417428859,0.3667856608527831,0.36374474807636664,0.3522,0.33869761665176307,0.3459487415133906,0.34609631553890774,0.336,0.3248929357997305,0.3350913740678966,0.32930626353708226,0.36269999999999997,0.3554717007754985,0.37004224299487276,0.36466100988250344,0.36099999999999993,0.35238896384491253,0.3589469179784931,0.3566435125485989,0.46860000000000007,0.4708155218804871,0.5677017564775164,0.499720245413404
ClinicalCamel-70B_zero-shot_sc_0,0.6712,0.6664483796427687,0.6733450536635543,0.6705652578190994,0.7080000000000001,0.6996649863149464,0.7044166170933002,0.7045402766079198,0.6544000000000001,0.6428796744818008,0.6606327894472973,0.6517997105052687,0.6528000000000002,0.6451183541153527,0.6514658709764902,0.6482767365578943,0.6776000000000001,0.673347783783442,0.6792024563984019,0.6786266210046983,0.6529,0.6473847521401653,0.6472649281267044,0.6883431070377981
Meta-Llama-3-70B-Instruct_zero-shot_None_0,0.7166,0.7031603041573288,0.7109062555430283,0.7068313224188116,0.7319999999999999,0.7249827528456884,0.7295738089543703,0.7292164023606876,0.6875,0.6390545660075693,0.6488790833830587,0.6424329267647617,0.7370000000000002,0.7292616366057567,0.7392505275273018,0.7350868838031442,0.7024999999999999,0.6939699749237943,0.7013174501662536,0.6956760401153557,0.6596000000000001,0.6420015372383396,0.6456562580690869,0.6607549262176926
Llama3-Med42-8B_few-shot_None_1,0.6282000000000001,0.6219952548701497,0.6299073942993395,0.6258122276730923,0.6256,0.6169086289412546,0.6227580813505639,0.6216920545470999,0.6474,0.6429081382368129,0.649668224260476,0.6469389830411901,0.6391,0.63452912127836,0.6431800795052729,0.6393907790190139,0.6241,0.6131480055334455,0.6233199297351485,0.618559122361518,0.5278,0.49127336126830656,0.5196597281212593,0.5080522570950589
Llama-2-13b-hf_zero-shot_None_0,0.4587,0.4517957206415603,0.4849814973176613,0.46199570156665976,0.4759,0.4734429530203258,0.5121236340597267,0.4795859671925202,0.4721000000000001,0.4634357789598038,0.501841523321208,0.47799148907419214,0.43660000000000004,0.4273017840929516,0.4608880546465609,0.4402213473882746,0.4387,0.4298323056958516,0.4711558906207492,0.4341273167881458,0.5676,0.48404556810433896,0.48728032497320295,0.51840170041397
Llama-2-13b-chat-hf_zero-shot_None_0,0.5257999999999999,0.5089904603906862,0.5589376606332918,0.5245931214750418,0.5226000000000002,0.5068755532019804,0.5518617825798493,0.5207969952014195,0.5386,0.5134043517325697,0.555878994726936,0.5285047759900613,0.5152,0.49290486203095407,0.5530604429290016,0.5100713573635343,0.5346,0.509418402585984,0.5853713327980029,0.5184105170316036,0.4766,0.3847982860904736,0.369779709633108,0.43711249978407596
Asclepius-13B_zero-shot_sc_0,0.38139999999999985,0.36583824634025625,0.4214887845471108,0.38622538366422987,0.32669999999999993,0.3173593426735477,0.39394516379138045,0.3400657593028857,0.38020000000000004,0.3668891638210864,0.4412135602030503,0.3930378561630294,0.4206,0.3937725761117783,0.43540280846668156,0.411007813316812,0.4029999999999999,0.3989320865139958,0.46287949582949117,0.41284615741738084,0.5262,0.4531399566252922,0.5916524620907793,0.4845365762242345
medalpaca-13b_few-shot-cot_None_3,0.0733,0.07921030012644499,0.22876786828044604,0.05955922574123127,0.0975,0.10760180434581935,0.30475895515085516,0.07790556634335914,0.047700000000000006,0.055586216722133645,0.15632675421637932,0.04082473032795767,0.0674,0.06604144255219577,0.16470835816989574,0.05631337899778291,0.049,0.05677915089856207,0.21130815629988534,0.04174408117992448,0.08670000000000001,0.09829243686338157,0.14104574363337566,0.08815590583092582
medalpaca-13b_few-shot_sc_1,0.2351,0.09474580224373629,0.058775,,0.26270000000000004,0.10364614680452312,0.06567500000000001,,0.2314,0.0934575316358907,0.05785,,0.24760000000000001,0.09881248076247509,0.061900000000000004,,0.22099999999999997,0.09003908509543253,0.055249999999999994,,0.1736,0.07353974992315075,0.0434,
med42-70b_few-shot_None_5,0.23800000000000002,0.0957418154980913,0.059500000000000004,,0.2164,0.08846606604343123,0.0541,,0.21660000000000004,0.0885359949528504,0.05415000000000001,,0.25089999999999996,0.09979561850741776,0.06272499999999999,,0.23450000000000004,0.09458160205604886,0.05862500000000001,,0.39050000000000007,0.1400226791287697,0.09762500000000002,
MentaLLaMA-chat-13B_zero-shot_sc_0,0.4653,0.44635309765551834,0.5195661841125687,0.46578875559981836,0.46830000000000005,0.45660973951401657,0.5221407456577228,0.4779048275638478,0.47559999999999997,0.4637824597962863,0.5487152600548294,0.47452496525170385,0.4733,0.4420018860254977,0.5087232114073601,0.4664852620896331,0.43999999999999995,0.40781079895451017,0.4687140357158129,0.4294166147386635,0.5231999999999999,0.49402266667817196,0.6382103251060893,0.5002636633985178
Llama-2-13b-chat-hf_few-shot_None_1,0.4968,0.39604536988049455,0.4325336583590055,0.397649058360202,0.5243,0.42659509665977546,0.4579838217278289,0.428785485825363,0.5330999999999999,0.4228646299078615,0.46159380777141545,0.4204894826881443,0.47789999999999994,0.37708663429588735,0.4242714769404281,0.3796912688718437,0.48960000000000004,0.3831099754669512,0.4208785791124785,0.3854640152963886,0.3885,0.2654694582858751,0.26798572796278214,0.30220630462407505
medalpaca-13b_few-shot_None_1,,,,,,,,,,,,,,,,,,,,,,,,
Llama3-OpenBioLLM-8B_few-shot_sc_5,0.23689999999999997,0.09520712698190625,0.05922499999999999,,0.22,0.08983157659671441,0.055,,0.22279999999999997,0.09067909459438749,0.05569999999999999,,0.25360000000000005,0.10069582896460813,0.06340000000000001,,0.24000000000000005,0.09629381154208792,0.06000000000000001,,0.39459999999999995,0.1411069155737076,0.09864999999999999,
ClinicalCamel-70B_few-shot_None_1,0.627,0.5077447658336925,0.5259823473167488,0.5014558557622092,0.6546000000000001,0.5336572394992353,0.5458993139706154,0.5313817139750303,0.6052000000000001,0.4879937691543415,0.5104435836693325,0.4827934116782291,0.5881000000000001,0.47891885460720374,0.49713809658839864,0.4720178715932961,0.6322000000000001,0.5122962478726732,0.5332334696218773,0.5037804871620613,0.5643,0.46104653709958965,0.5194340206925133,0.4508790002762976
Llama-2-70b-chat-hf_few-shot_sc_1,0.6184999999999999,0.6097107150434218,0.6175853958637665,0.6172040917373505,0.635,0.6262047199451259,0.6328601788046938,0.6311155872705727,0.5836,0.5678589998509703,0.5811309329631559,0.5766694946923279,0.6051000000000001,0.5959557255600759,0.6037141967485858,0.6047897470535287,0.6423000000000001,0.6307231667579287,0.6375974136738327,0.6362384209917303,0.4736,0.48130047541420073,0.5385937043189398,0.5043551179663497
med42-70b_few-shot_sc_5,0.2385,0.09569653456658524,0.059625,,0.21910000000000004,0.08942993066221322,0.05477500000000001,,0.2237,0.09088763072581627,0.055925,,0.25830000000000003,0.10210736419102746,0.06457500000000001,,0.2449,0.09785622551779838,0.061225,,0.39219999999999994,0.14035814155944248,0.09804999999999998,
medalpaca-13b_zero-shot_sc_0,0.2923,0.26919270473515594,0.2942987751021676,0.28464901019598865,0.2565,0.22647484373725407,0.2500646430407575,0.2585802988889062,0.319,0.30396858141914357,0.3362557967971569,0.318932831482151,0.2955,0.27629981005288473,0.3063140761782505,0.2880503318131647,0.32089999999999996,0.3059060039653332,0.336054725053203,0.32082740508434326,0.3035,0.2958107047865218,0.37086122760239937,0.33349818116064006
Llama-2-70b-chat-hf_few-shot_None_5,0.23280000000000003,0.09395029607662536,0.05820000000000001,,0.2084,0.08583753990292484,0.0521,,0.22799999999999998,0.09234768257330943,0.056999999999999995,,0.2504,0.09963309653623156,0.0626,,0.24029999999999999,0.09644018377189316,0.060074999999999996,,0.38280000000000003,0.1379738317444174,0.09570000000000001,
Meta-Llama-3-70B-Instruct_few-shot_None_3,0.7339,0.7292722026941121,0.7344770370589749,0.7337968039800633,0.7458,0.7356295178826884,0.7401878322450459,0.7410513760761875,0.7214999999999999,0.7131576669500186,0.7240045583924936,0.7184847012449748,0.7389999999999999,0.7321948145671948,0.740622988124251,0.737479009239177,0.7006000000000001,0.694122303182647,0.7003692935026149,0.6978335080968308,0.696,0.6814184422468114,0.6915512480036784,0.715843346074288
medalpaca-7b_few-shot-cot_None_1,,,,,,,,,,,,,,,,,,,,,,,,
med42-70b_zero-shot_None_0,0.6840999999999999,0.6792289933939704,0.6865018069540977,0.6827199975092699,0.6695,0.6613597292111675,0.6748012774657307,0.6660870130858142,0.7023999999999999,0.6961928850430066,0.7033060640746719,0.7001260299269236,0.6955,0.6905760368508749,0.6971038654156458,0.6958299509001571,0.6821000000000003,0.6764725929235221,0.687882776667076,0.6808556376094498,0.513,0.5122579635182835,0.5435833545918103,0.5614385144858088
med42-70b_zero-shot_sc_0,0.6805,0.6730157363272674,0.680051856824898,0.6775218646102439,0.6864000000000001,0.6758147111048045,0.6866864780505185,0.6810518868515579,0.6868,0.6819519317291821,0.6910894940323322,0.6846931125241071,0.6869999999999998,0.6817980467295088,0.6897003274500757,0.686482718712756,0.6570000000000001,0.649816896281484,0.6618201706243686,0.6544980612720832,0.4852,0.4837478359336786,0.5247792108225642,0.5158017881091871
Mistral-7B-Instruct-v0.3_zero-shot_None_0,0.5880000000000001,0.5814684408168368,0.5914731208709655,0.5878566882842665,0.6179,0.6108989660555605,0.6168805515484308,0.6171198942652175,0.5943,0.5872111668126541,0.5975518930121417,0.5937875026695825,0.5666,0.5567200854498312,0.5738833207887073,0.5675941682790356,0.5763,0.5666226871422737,0.5800184340957723,0.5705885566435496,0.6472,0.6234341007075904,0.6483327469354094,0.6284643651433933
Llama-2-70b-chat-hf_few-shot_sc_5,0.23600000000000002,0.09492719568106872,0.059000000000000004,,0.21549999999999997,0.08817591227993199,0.05387499999999999,,0.2285,0.09248220590893055,0.057125,,0.25579999999999997,0.10134519348992428,0.06394999999999999,,0.23850000000000005,0.09587136989880767,0.05962500000000001,,0.38669999999999993,0.13900968139263098,0.09667499999999998,
Llama-2-13b-hf_few-shot_None_5,0.23690000000000005,0.21684459294337866,0.2312658693167516,0.23311444829247843,0.25420000000000004,0.23751292511670116,0.26451028501849616,0.25367601654247546,0.28200000000000003,0.26023012158855957,0.27878444076038145,0.2801931897252726,0.1943,0.1814164583666057,0.19272399239487165,0.19906728896940454,0.2248,0.20897792804775953,0.2174272284148493,0.22060840260987277,0.5174,0.46395439040593117,0.45954524298142535,0.514078664003302
MentaLLaMA-chat-13B_few-shot-cot_None_1,0.38060000000000005,0.31187292400922617,0.34176286085073854,0.3051868329676251,0.40370000000000006,0.3159900169841888,0.34948027057350584,0.31931017292565833,0.37610000000000005,0.31309932312855504,0.3477088921772703,0.30519105073814495,0.3614,0.29595877571982565,0.3222423508381436,0.28671120715984727,0.40079999999999993,0.33353010674262606,0.37744354909282285,0.32433658618224415,0.3118,0.22109181254252896,0.22832457474937068,0.23636651690611313
llama-2-7b-chat-hf_few-shot_None_5,0.24589999999999995,0.09831328118055387,0.06147499999999999,,0.21889999999999998,0.08933817641200918,0.054724999999999996,,0.2213,0.09015454410282052,0.055325,,0.25170000000000003,0.10014981744071717,0.06292500000000001,,0.24100000000000002,0.09670642753167595,0.060250000000000005,,0.3872,0.13917785491877038,0.0968,
Asclepius-Llama3-8B_few-shot_None_3,0.3610999999999999,0.34793793789354566,0.3750335225451478,0.3619772487032131,0.3671999999999999,0.3450738637357233,0.3594307764748411,0.3589193595415092,0.39370000000000005,0.3775331637092052,0.4260306128238243,0.4007060247923443,0.375,0.3695611497966266,0.40305952065297085,0.3841547756299741,0.30140000000000006,0.2897608218181947,0.3233837317902223,0.3040429852509369,0.3903999999999999,0.3969290644198174,0.4587821320943652,0.4314130484899023
Asclepius-13B_few-shot-cot_None_3,0.2519,0.1304703418413813,0.26835650699339786,0.22107293794969432,0.25939999999999996,0.1416698418259633,0.26035773687027636,0.23709915676693138,0.247,0.1328322660512204,0.31856941090243307,0.2202865015291654,0.27720000000000006,0.15061832549438964,0.28451918342885496,0.22823474464795226,0.22169999999999998,0.1022750129791677,0.22474587544248462,0.1978686644939396,0.1802,0.14541626110496833,0.28670672984549617,0.24078254832912993
ClinicalCamel-70B_few-shot_None_5,0.2462,0.1690899074201363,0.19431702056900907,0.2554554488960161,0.23470000000000005,0.17026416599817082,0.1823206620076129,0.2625127821285477,0.243,0.1653791867291284,0.19883042319926197,0.2634784767275467,0.25710000000000005,0.1731104540297952,0.19671688865607473,0.2522325737001215,0.24400000000000005,0.15495189522615807,0.1725568107385398,0.24798245988172474,0.2634,0.17103840627485797,0.318435679468847,0.1877286518955193
Llama3-OpenBioLLM-70B_few-shot_None_1,0.7222,0.7166015578213069,0.724310055569034,0.7197200652413857,0.7075000000000001,0.6990128534052334,0.7043412556728346,0.7043829654553977,0.7121,0.7063179390806116,0.7161998048151439,0.7084794657888013,0.7105999999999999,0.7040991378050606,0.7129381705128227,0.7082849320129441,0.7161000000000002,0.7114194159320675,0.7170301388421885,0.7160732465434648,0.5639000000000001,0.5555146564954184,0.6086750783334605,0.5636325209281899
